2021 Suburbs and Localities (SAL) Code,2021 Suburbs and Localities (SAL) Name,Usual Resident Population,IRSD,IRSAD,IER,IEO
32018,Mount Rooper,0.0,Y,Y,Y,Y
32056,Muldu,0.0,Y,Y,Y,Y
32084,Murray,1739.0,Y,Y,Y,Y
32128,New Chum,3.0,Y,Y,Y,Y
32140,Ngatjan,0.0,Y,Y,Y,Y
32154,Noah,0.0,Y,Y,Y,Y
32200,Nychum,0.0,Y,Y,Y,Y
32290,Peel Island,0.0,Y,Y,Y,Y
32296,Penwhaupell,0.0,Y,Y,Y,Y
32350,Port Alma,0.0,Y,Y,Y,Y
32353,Port Of Brisbane,0.0,Y,Y,Y,Y
32373,Punsand,19.0,Y,Y,Y,N
32387,Rangemore (Burdekin - Qld),0.0,Y,Y,Y,Y
32398,Ravensworth (Qld),0.0,Y,Y,Y,Y
32402,Red River,0.0,Y,Y,Y,Y
32477,Ross River,0.0,Y,Y,Y,Y
32522,Savannah,0.0,Y,Y,Y,Y
32553,Shelly Beach (Townsville - Qld),0.0,Y,Y,Y,Y
32567,Silverbark Ridge,0.0,Y,Y,Y,Y
32582,Somerset (Qld),0.0,Y,Y,Y,Y
32603,South Trees,0.0,Y,Y,Y,Y
32604,South Wellesley Islands,0.0,Y,Y,Y,Y
32609,Southern Lamington,0.0,Y,Y,Y,Y
32610,Southern Moreton Bay Islands,0.0,Y,Y,Y,Y
32636,Spurgeon,0.0,Y,Y,Y,Y
32648,Staaten,0.0,Y,Y,Y,Y
32684,Sturt (Qld),0.0,Y,Y,Y,Y
32692,Sundown (Southern Downs - Qld),0.0,Y,Y,Y,Y
32707,Swanbank,4.0,Y,Y,Y,Y
32710,Sweers Island,4.0,Y,Y,Y,Y
32711,Syndicate,0.0,Y,Y,Y,Y
32728,Tam O'Shanter,0.0,Y,Y,Y,Y
32737,Tanbar,0.0,Y,Y,Y,Y
32746,Taragoola,0.0,Y,Y,Y,Y
32784,The Bluff (Toowoomba - Qld),0.0,Y,Y,Y,Y
32786,The Common,4.0,Y,Y,Y,Y
32788,The Dimonds,0.0,Y,Y,Y,Y
32798,The Limits,0.0,Y,Y,Y,Y
32800,The Narrows (Qld),0.0,Y,Y,Y,Y
32802,The Percy Group,4.0,Y,Y,Y,Y
32839,Toko,0.0,Y,Y,Y,Y
32847,Toolara Forest,0.0,Y,Y,Y,Y
32851,Toondahra,0.0,Y,Y,Y,Y
32861,Torres Strait,0.0,Y,Y,Y,Y
32865,Town Common,3.0,Y,Y,Y,Y
32951,Wahoon,0.0,Y,Y,Y,Y
32954,Wairuna,0.0,Y,Y,Y,Y
32962,Wallaman,0.0,Y,Y,Y,Y
32966,Walliebum,0.0,Y,Y,Y,Y
32974,Walter Hill,0.0,Y,Y,Y,Y
32984,Wanjuru,0.0,Y,Y,Y,Y
32987,Warburton (Qld),0.0,Y,Y,Y,Y
33003,Wateranga,0.0,Y,Y,Y,Y
33013,Waua Islet,0.0,Y,Y,Y,Y
33020,Weerriba,0.0,Y,Y,Y,Y
33021,Weipa Airport,0.0,Y,Y,Y,Y
33028,Welsby,0.0,Y,Y,Y,Y
33043,West Wellesley Islands,0.0,Y,Y,Y,Y
33047,Western Creek (Qld),0.0,Y,Y,Y,Y
33051,Westvale,0.0,Y,Y,Y,Y
33055,Wharps,0.0,Y,Y,Y,Y
33142,Woolein,0.0,Y,Y,Y,Y
33161,Wooroonooran (Cairns - Qld),0.0,Y,Y,Y,Y
33162,Wooroonooran (Cassowary Coast - Qld),0.0,Y,Y,Y,Y
33168,Wrattens Forest,0.0,Y,Y,Y,Y
39494,No usual address (Qld),14670.0,Y,Y,Y,Y
39797,Migratory - Offshore - Shipping (Qld),183.0,Y,Y,Y,Y
40003,Adelaide Airport,4.0,Y,Y,Y,Y
40018,American Beach,0.0,Y,Y,Y,Y
40083,Beatty,0.0,Y,Y,Y,Y
40086,Beaumonts,0.0,Y,Y,Y,Y
40106,Billiatt,0.0,Y,Y,Y,Y
40131,Bockelberg,0.0,Y,Y,Y,Y
40168,Broughton River Valley,0.0,Y,Y,Y,Y
40187,Bundey,0.0,Y,Y,Y,Y
40206,Calperum Station,0.0,Y,Y,Y,Y
40267,Cleland,0.0,Y,Y,Y,Y
40274,Cocata,0.0,Y,Y,Y,Y
40290,Commonwealth Hill,0.0,Y,Y,Y,Y
40348,Danggali,0.0,Y,Y,Y,Y
40369,Dorset Vale,0.0,Y,Y,Y,Y
40392,Edinburgh,376.0,Y,Y,Y,Y
40393,Edinburgh North,0.0,Y,Y,Y,Y
40430,False Bay,0.0,Y,Y,Y,Y
40447,Flinders Chase,0.0,Y,Y,Y,Y
40461,Franklyn,0.0,Y,Y,Y,Y
40473,Garden Island (SA),4.0,Y,Y,Y,Y
40477,Gawler Ranges,0.0,Y,Y,Y,Y
40504,Glendambo,0.0,Y,Y,Y,Y
40552,Hallelujah Hills,0.0,Y,Y,Y,Y
40555,Hambidge,0.0,Y,Y,Y,Y
40566,Hardy,0.0,Y,Y,Y,Y
40596,Hincks,0.0,Y,Y,Y,Y
40609,Horsnell Gully,17.0,Y,Y,Y,Y
40626,Inneston,6.0,Y,Y,Y,Y
40631,Island Lagoon,0.0,Y,Y,Y,Y
40636,Jamieson (SA),0.0,Y,Y,Y,Y
40643,Julanka Holdings,0.0,Y,Y,Y,Y
40659,Kangaroo Inn,0.0,Y,Y,Y,Y
40665,Kappawanta,0.0,Y,Y,Y,Y
40672,Katarapko,0.0,Y,Y,Y,Y
40686,Keswick Terminal,0.0,Y,Y,Y,Y
40705,Kondoolka,0.0,Y,Y,Y,Y
40708,Koolgera,0.0,Y,Y,Y,Y
40734,Lake Albert (SA),0.0,Y,Y,Y,Y
40735,Lake Alexandrina,0.0,Y,Y,Y,Y
40738,Lake Eyre,0.0,Y,Y,Y,Y
40739,Lake Frome,0.0,Y,Y,Y,Y
40740,Lake Gairdner,0.0,Y,Y,Y,Y
40741,Lake Gilles,0.0,Y,Y,Y,Y
40742,Lake Macfarlane,0.0,Y,Y,Y,Y
40744,Lake Torrens,0.0,Y,Y,Y,Y
40763,Lincoln National Park,0.0,Y,Y,Y,Y
40765,Lindley,0.0,Y,Y,Y,Y
40779,Lonsdale,23.0,Y,Y,Y,N
40972,Mundallio,0.0,Y,Y,Y,Y
40974,Mundoo Island,0.0,Y,Y,Y,Y
41000,Nackara,0.0,Y,Y,Y,Y
41002,Naidia,0.0,Y,Y,Y,Y
41042,North Cape,0.0,Y,Y,Y,Y
41048,North Yelta,0.0,Y,Y,Y,Y
41054,Notts Well,0.0,Y,Y,Y,Y
41070,Old Calperum,12.0,Y,Y,Y,Y
41073,Old Teal Flat,0.0,Y,Y,Y,Y
41074,Olympic Dam,308.0,Y,Y,Y,Y
41082,Outer Harbor,13.0,Y,Y,Y,Y
41099,Parachilna,0.0,Y,Y,Y,Y
41102,Parafield,21.0,Y,Y,Y,Y
41155,Pine Creek (SA),0.0,Y,Y,Y,Y
41156,Pine Creek Station,0.0,Y,Y,Y,Y
41188,Port Arthur (SA),0.0,Y,Y,Y,Y
41226,Pureba,0.0,Y,Y,Y,Y
41245,Regency Park,60.0,Y,Y,Y,Y
41271,Rocky Point (SA),0.0,Y,Y,Y,Y
41285,SA Remainder,0.0,Y,Y,Y,Y
41381,Stephenston,0.0,Y,Y,Y,Y
41424,Tarcoola,0.0,Y,Y,Y,Y
41463,Torrens Island,0.0,Y,Y,Y,Y
41483,Uley,0.0,Y,Y,Y,Y
41485,Ulooloo,0.0,Y,Y,Y,Y
41492,Uno,0.0,Y,Y,Y,Y
41543,Watarru,0.0,Y,Y,Y,Y
41549,Watraba,0.0,Y,Y,Y,Y
41557,Wedge Island (SA),0.0,Y,Y,Y,Y
41586,Whyalla Barson,0.0,Y,Y,Y,Y
41622,Wirraminna,0.0,Y,Y,Y,Y
41634,Wonna,0.0,Y,Y,Y,Y
41684,Yellabinna,0.0,Y,Y,Y,Y
41691,Younghusband Holdings,0.0,Y,Y,Y,Y
41693,Yumbarra,0.0,Y,Y,Y,Y
49494,No usual address (SA),3377.0,Y,Y,Y,Y
49797,Migratory - Offshore - Shipping (SA),12.0,Y,Y,Y,Y
50021,Antonymyre,0.0,Y,Y,Y,Y
50033,Ashendon,3.0,Y,Y,Y,Y
50041,Avon Valley National Park,5.0,Y,Y,Y,Y
50058,Balla Balla,8.0,Y,Y,Y,Y
50060,Balladonia,0.0,Y,Y,Y,Y
50067,Bandya,275.0,Y,Y,Y,Y
50070,Banksiadale,0.0,Y,Y,Y,Y
50076,Barrow Island,45.0,Y,Y,Y,Y
50080,Baudin,0.0,Y,Y,Y,Y
50087,Beadell,0.0,Y,Y,Y,Y
50114,Bernier Island,0.0,Y,Y,Y,Y
50124,Bimbijy,0.0,Y,Y,Y,Y
50127,Bindoon Training Area,0.0,Y,Y,Y,Y
50128,Binduli,4.0,Y,Y,Y,Y
50147,Boorabbin,48.0,Y,Y,Y,Y
50150,Boorara,0.0,Y,Y,Y,Y
50154,Boranup,4.0,Y,Y,Y,Y
50179,Breton Bay,0.0,Y,Y,Y,Y
50194,Brown Hill (WA),0.0,Y,Y,Y,Y
50202,Bullabulling,0.0,Y,Y,Y,Y
50205,Bullfinch,29.0,Y,Y,Y,Y
50208,Bulong,0.0,Y,Y,Y,Y
50216,Buraminya,0.0,Y,Y,Y,Y
50225,Burrup,0.0,Y,Y,Y,Y
50244,Canning Mills,26.0,Y,Y,Y,Y
50249,Cape Le Grand,0.0,Y,Y,Y,Y
50257,Carbla,0.0,Y,Y,Y,Y
50268,Carrabin,0.0,Y,Y,Y,Y
50289,Chichester (WA),41.0,Y,Y,Y,N
50299,Cleaverville,8.0,Y,Y,Y,Y
50300,Clifton (WA),0.0,Y,Y,Y,Y
50303,Coburn,0.0,Y,Y,Y,Y
50323,Cooladar Hill,34.0,Y,Y,Y,Y
50336,Cooya Pooya,0.0,Y,Y,Y,Y
50363,Cundeelee,139.0,Y,Y,Y,Y
50370,Daggar Hills,32.0,Y,Y,Y,Y
50379,Dampier Archipelago,0.0,Y,Y,Y,Y
50395,Davenport (WA),8.0,Y,Y,Y,Y
50422,Dorre Island,0.0,Y,Y,Y,Y
50439,Dundas (WA),0.0,Y,Y,Y,Y
50460,East Murchison,0.0,Y,Y,Y,Y
50485,Emu Flat (WA),8.0,Y,Y,Y,Y
50488,Ennuin,0.0,Y,Y,Y,Y
50493,Etmilyn,0.0,Y,Y,Y,Y
50495,Eurardy,0.0,Y,Y,Y,Y
50503,Feysville,8.0,Y,Y,Y,Y
50504,Fimiston,0.0,Y,Y,Y,Y
50505,Finucane,0.0,Y,Y,Y,Y
50506,Fitzgerald (WA),0.0,Y,Y,Y,Y
50507,Fitzgerald River National Park,4.0,Y,Y,Y,Y
50509,Flint,0.0,Y,Y,Y,Y
50511,Flynn (WA),0.0,Y,Y,Y,Y
50514,Forrest (WA),3.0,Y,Y,Y,Y
50529,Garden Island (WA),772.0,Y,Y,Y,Y
50546,Gilroyd,0.0,Y,Y,Y,Y
50547,Gingerah,0.0,Y,Y,Y,Y
50563,Gnoorea,5.0,Y,Y,Y,Y
50573,Gorrie,0.0,Y,Y,Y,Y
50592,Grimwade,0.0,Y,Y,Y,Y
50617,Hatter Hill,0.0,Y,Y,Y,Y
50627,Herdsman,0.0,Y,Y,Y,Y
50632,Higginsville,19.0,Y,Y,Y,Y
50656,Houtman Abrolhos,0.0,Y,Y,Y,Y
50675,Israelite Bay,0.0,Y,Y,Y,Y
50710,Kalbarri National Park,0.0,Y,Y,Y,Y
50720,Kanowna,12.0,Y,Y,Y,Y
50721,Kanpa,0.0,Y,Y,Y,Y
50733,Karrakatta,22.0,Y,Y,Y,Y
50735,Karramindie,33.0,Y,Y,Y,Y
50741,Karroun Hill,0.0,Y,Y,Y,Y
50755,Keralup,0.0,Y,Y,Y,Y
50779,Koolyanobbing,93.0,Y,Y,Y,Y
50801,Kurnalpi,4.0,Y,Y,Y,Y
50810,Lake Austin,0.0,Y,Y,Y,Y
50814,Lake Carnegie,12.0,Y,Y,Y,Y
50817,Lake Darlot,178.0,Y,Y,Y,Y
50818,Lake Deborah,0.0,Y,Y,Y,Y
50827,Lake Wells,0.0,Y,Y,Y,Y
50843,Leeuwin,4.0,Y,Y,Y,Y
50848,Lesley,0.0,Y,Y,Y,Y
50855,Little Sandy Desert,5.0,Y,Y,Y,Y
50860,Londonderry (WA),0.0,Y,Y,Y,Y
50876,Madura,0.0,Y,Y,Y,Y
50882,Maitland (WA),12.0,Y,Y,Y,Y
50884,Malaga,25.0,Y,Y,Y,Y
50887,Malmalling,0.0,Y,Y,Y,Y
50902,Mardie,609.0,Y,Y,Y,Y
50914,Massey Bay,0.0,Y,Y,Y,Y
50931,Melaleuca,0.0,Y,Y,Y,Y
50985,Moondyne,0.0,Y,Y,Y,Y
50989,Moore River National Park,0.0,Y,Y,Y,Y
51003,Mount Anketell,0.0,Y,Y,Y,Y
51020,Mount Jackson,124.0,Y,Y,Y,Y
51022,Mount Lindesay (WA),0.0,Y,Y,Y,Y
51028,Mount Observation (WA),0.0,Y,Y,Y,Y
51029,Mount Palmer,0.0,Y,Y,Y,Y
51032,Mount Romance,0.0,Y,Y,Y,Y
51033,Mount Sheila,794.0,Y,Y,Y,Y
51038,Mount Wells,0.0,Y,Y,Y,Y
51039,Mouroubra,0.0,Y,Y,Y,Y
51045,Mulataga,0.0,Y,Y,Y,Y
51046,Mulga Downs,23.0,Y,Y,Y,N
51068,Myara,0.0,Y,Y,Y,Y
51080,Nanga Brook,0.0,Y,Y,Y,Y
51096,Naval Base,20.0,Y,Y,Y,N
51097,Neale,0.0,Y,Y,Y,Y
51129,North Bannister,0.0,Y,Y,Y,Y
51173,Oakajee,0.0,Y,Y,Y,Y
51183,Ora Banda,12.0,Y,Y,Y,Y
51203,Pardoo,47.0,Y,Y,Y,Y
51204,Parker Range,0.0,Y,Y,Y,Y
51206,Parkeston,5.0,Y,Y,Y,Y
51216,Paynesville (WA),0.0,Y,Y,Y,Y
51229,Peron,14.0,Y,Y,Y,N
51261,Postans,0.0,Y,Y,Y,Y
51283,Rawlinna,33.0,Y,Y,Y,Y
51291,Reedy,4.0,Y,Y,Y,Y
51294,Remlap,0.0,Y,Y,Y,Y
51295,Reservoir (WA),0.0,Y,Y,Y,Y
51313,Rothsay,197.0,Y,Y,Y,Y
51324,Sandpatch,0.0,Y,Y,Y,Y
51331,Schroeder,0.0,Y,Y,Y,Y
51344,Shark Bay,0.0,Y,Y,Y,Y
51347,Sherlock (WA),0.0,Y,Y,Y,Y
51355,Sir Samuel,35.0,Y,Y,Y,Y
51356,Skeleton Rock,0.0,Y,Y,Y,Y
51358,Solus,0.0,Y,Y,Y,Y
51407,Stirling Range National Park,0.0,Y,Y,Y,Y
51427,Talisker,0.0,Y,Y,Y,Y
51429,Tamala Park,0.0,Y,Y,Y,Y
51445,The Spectacles,0.0,Y,Y,Y,Y
51460,Toolonga,0.0,Y,Y,Y,Y
51465,Trafalgar (WA),0.0,Y,Y,Y,Y
51469,Trent,0.0,Y,Y,Y,Y
51473,Turkey Hill,9.0,Y,Y,Y,Y
51481,Upper Murray,0.0,Y,Y,Y,Y
51487,Vancouver Peninsula,4.0,Y,Y,Y,Y
51491,Victoria Rock,0.0,Y,Y,Y,Y
51493,Vittoria (WA),0.0,Y,Y,Y,Y
51506,Wallareenya,0.0,Y,Y,Y,Y
51507,Wallaroo (WA),0.0,Y,Y,Y,Y
51513,Walyunga National Park,0.0,Y,Y,Y,Y
51523,Wangara,43.0,Y,Y,N,N
51557,Weld Range,69.0,Y,Y,Y,Y
51563,Welshpool (WA),16.0,Y,Y,Y,N
51579,West Lyons River,0.0,Y,Y,Y,Y
51591,Whim Creek,5.0,Y,Y,Y,Y
51595,Whiteman,10.0,Y,Y,Y,Y
51599,Wicherina South,0.0,Y,Y,Y,Y
51602,Widgiemooltha,28.0,Y,Y,Y,Y
51626,Wittenoom,0.0,Y,Y,Y,Y
51639,Woodleigh (WA),0.0,Y,Y,Y,Y
51643,Woolgorong,0.0,Y,Y,Y,Y
51653,Wuraming,0.0,Y,Y,Y,Y
51661,Yalardy,0.0,Y,Y,Y,Y
51679,Yeal,0.0,Y,Y,Y,Y
51681,Yelbeni,0.0,Y,Y,Y,Y
51682,Yellowdine,0.0,Y,Y,Y,Y
51696,Yourdamung Lake,14.0,Y,Y,Y,Y
51698,Zanthus,0.0,Y,Y,Y,Y
51699,Zuytdorp,0.0,Y,Y,Y,Y
59494,No usual address (WA),8055.0,Y,Y,Y,Y
59797,Migratory - Offshore - Shipping (WA),514.0,Y,Y,Y,Y
60087,Butlers Gorge,0.0,Y,Y,Y,Y
60096,Cape Pillar,0.0,Y,Y,Y,Y
60098,Cape Raoul,0.0,Y,Y,Y,Y
60105,Central Plateau,0.0,Y,Y,Y,Y
60106,Cethana,0.0,Y,Y,Y,Y
60128,Corinna,0.0,Y,Y,Y,Y
60164,Douglas-Apsley,0.0,Y,Y,Y,Y
60179,Eddystone,0.0,Y,Y,Y,Y
60203,Florentine,0.0,Y,Y,Y,Y
60210,Fortescue (Tas.),0.0,Y,Y,Y,Y
60216,Freycinet,0.0,Y,Y,Y,Y
60219,Garden Island (Tas.),0.0,Y,Y,Y,Y
60245,Granville Harbour,30.0,Y,Y,N,N
60255,Guildford (Tas.),0.0,Y,Y,Y,Y
60314,Lake Margaret,0.0,Y,Y,Y,Y
60315,Lake Sorell,0.0,Y,Y,Y,Y
60335,Liawenee,0.0,Y,Y,Y,Y
60343,Lisle,0.0,Y,Y,Y,Y
60349,Long Reach,0.0,Y,Y,Y,Y
60369,Luina,0.0,Y,Y,Y,Y
60376,Macquarie Heads,0.0,Y,Y,Y,Y
60383,Maria Island,0.0,Y,Y,Y,Y
60398,Mersey Forest,0.0,Y,Y,Y,Y
60400,Meunna,0.0,Y,Y,Y,Y
60407,Millers Bluff,0.0,Y,Y,Y,Y
60427,Mount Field,0.0,Y,Y,Y,Y
60431,Mount Roland,0.0,Y,Y,Y,Y
60435,Mount William,0.0,Y,Y,Y,Y
60477,Oonah,0.0,Y,Y,Y,Y
60493,Parrawe,0.0,Y,Y,Y,Y
60515,Port Latta,0.0,Y,Y,Y,Y
60530,Queens Domain,31.0,Y,Y,Y,N
60545,Renison Bell,0.0,Y,Y,Y,Y
60574,Rosny Park,16.0,Y,Y,Y,Y
60587,Savage River,23.0,Y,Y,Y,Y
60589,Schouten Island,0.0,Y,Y,Y,Y
60593,Sea Elephant,0.0,Y,Y,Y,Y
60597,Shannon (Tas.),0.0,Y,Y,Y,Y
60624,Southport Lagoon,0.0,Y,Y,Y,Y
60625,Southwest,0.0,Y,Y,Y,Y
60641,Stony Head,0.0,Y,Y,Y,Y
60648,Strathgordon,8.0,Y,Y,Y,Y
60650,Strzelecki (Tas.),0.0,Y,Y,Y,Y
60651,Styx,0.0,Y,Y,Y,Y
60673,Temma,14.0,Y,Y,Y,Y
60716,Walls Of Jerusalem,0.0,Y,Y,Y,Y
60729,Wellington Park,0.0,Y,Y,Y,Y
60731,West Coast,8.0,Y,Y,Y,Y
60759,Wingaroo,0.0,Y,Y,Y,Y
69494,No usual address (Tas.),1377.0,Y,Y,Y,Y
69797,Migratory - Offshore - Shipping (Tas.),19.0,Y,Y,Y,Y
70016,Archer,3.0,Y,Y,Y,Y
70035,Black Jungle,0.0,Y,Y,Y,Y
70036,Blackmore,0.0,Y,Y,Y,Y
70041,Buchanan (NT),80.0,Y,Y,Y,Y
70042,Buffalo Creek,0.0,Y,Y,Y,Y
70047,Bynoe Harbour,0.0,Y,Y,Y,Y
70048,Calvert (NT),21.0,Y,Y,Y,N
70049,Camp Creek (NT),0.0,Y,Y,Y,Y
70052,Channel Island,0.0,Y,Y,Y,Y
70053,Charles Darwin,0.0,Y,Y,Y,Y
70055,Chilla Well,0.0,Y,Y,Y,Y
70060,Collett Creek,0.0,Y,Y,Y,Y
70064,Coonawarra (NT),20.0,Y,Y,Y,Y
70070,Daly,0.0,Y,Y,Y,Y
70075,Darwin River Dam,0.0,Y,Y,Y,Y
70085,East Arm,15.0,Y,Y,Y,N
70087,East Point,0.0,Y,Y,Y,Y
70092,Elrundie,0.0,Y,Y,Y,Y
70104,Flynn (NT),119.0,Y,Y,Y,Y
70111,Glyde Point,0.0,Y,Y,Y,Y
70114,Gulung Mardrulk,0.0,Y,Y,Y,Y
70117,Gunn Point,3.0,Y,Y,Y,Y
70119,Gurindji,18.0,Y,Y,Y,Y
70125,Hidden Valley (NT),3.0,Y,Y,Y,Y
70126,Holmes,0.0,Y,Y,Y,Y
70135,Irlpme,0.0,Y,Y,Y,Y
70150,Koolpinyah,0.0,Y,Y,Y,Y
70154,Lake Mackay,25.0,Y,Y,Y,Y
70163,Limmen,203.0,Y,Y,Y,Y
70171,Mandorah,0.0,Y,Y,Y,Y
70174,Maranunga,0.0,Y,Y,Y,Y
70183,Micket Creek,0.0,Y,Y,Y,Y
70191,Mitchell (NT),0.0,Y,Y,Y,Y
70199,Murrumujuk,0.0,Y,Y,Y,Y
70214,Numburindi,36.0,Y,Y,Y,Y
70225,Pinelands (NT),19.0,Y,Y,Y,N
70240,Shoal Bay (NT),0.0,Y,Y,Y,Y
70241,Simpson (NT),0.0,Y,Y,Y,Y
70248,Tanami (NT),144.0,Y,Y,Y,Y
70250,Tara (NT),62.0,Y,Y,Y,Y
70261,Tivendale,0.0,Y,Y,Y,Y
70268,Undoolya,11.0,Y,Y,Y,Y
70270,Van Diemen Gulf,0.0,Y,Y,Y,Y
70272,Vernon Islands,0.0,Y,Y,Y,Y
70278,Wak Wak,0.0,Y,Y,Y,Y
70286,Wickham (NT),10.0,Y,Y,Y,Y
70288,Wilora,59.0,Y,Y,Y,Y
70291,Wishart (NT),0.0,Y,Y,Y,Y
79494,No usual address (NT),3500.0,Y,Y,Y,Y
79797,Migratory - Offshore - Shipping (NT),99.0,Y,Y,Y,Y
80001,ACT Remainder - Belconnen,40.0,Y,Y,Y,Y
80003,ACT Remainder - Canberra Central,0.0,Y,Y,Y,Y
80004,ACT Remainder - Coree,15.0,Y,Y,Y,Y
80005,ACT Remainder - Cotter River,0.0,Y,Y,Y,Y
80006,ACT Remainder - Gungahlin,19.0,Y,Y,Y,Y
80007,ACT Remainder - Hall,0.0,Y,Y,Y,Y
80008,ACT Remainder - Jerrabomberra,61.0,Y,Y,Y,Y
80009,ACT Remainder - Kowen,25.0,Y,Y,Y,Y
80011,ACT Remainder - Molonglo Valley,11.0,Y,Y,Y,Y
80013,ACT Remainder - Rendezvous Creek,0.0,Y,Y,Y,Y
80016,ACT Remainder - Weston Creek,0.0,Y,Y,Y,Y
80017,Acton (ACT),2848.0,Y,Y,Y,Y
80023,Beard,3.0,Y,Y,Y,Y
80032,Capital Hill,3.0,Y,Y,Y,Y
80060,Fyshwick,52.0,Y,Y,Y,N
80077,Hume,395.0,Y,Y,Y,N
80090,Macnamara,0.0,Y,Y,Y,Y
80095,Mitchell (ACT),7.0,Y,Y,Y,Y
80096,Molonglo,0.0,Y,Y,Y,Y
80108,Parkes (ACT),0.0,Y,Y,Y,Y
80116,Russell,0.0,Y,Y,Y,Y
80134,Whitlam,7.0,Y,Y,Y,Y
89494,No usual address (ACT),605.0,Y,Y,Y,Y
89797,Migratory - Offshore - Shipping (ACT),0.0,Y,Y,Y,Y
99494,No usual address (OT),11.0,Y,Y,Y,Y
99797,Migratory - Offshore - Shipping (OT),0.0,Y,Y,Y,Y
,,,,,,
,,,,,,
© Commonwealth of Australia 2023,,,,,,
